Player,Squad,Pos,Age,Min,Gls,Ast,xG,xAG,Tkl,Int,Clr,Cmp%,PrgP,PrgC,PrgR_stats_possession,SoT,Sh,KP,Touches,attack_score,defend_score,passing_score,movement_score,role,cluster
Semuel Pizzignacco,Monza,GK,22.0,736,0,0,0.0,0.0,0,0,6,74.2,0,0,0,0,0,0,340,0.0,9.0,7.420000000000001,34.0,GK,0
Alassane Pléa,Gladbach,"MF,FW",31.0,1902,11,4,7.4,3.1,7,2,7,72.1,116,51,141,12,41,25,979,157.8,28.5,298.01,456.4,MF,4
Tommaso Pobega,Bologna,MF,25.0,1178,2,2,2.1,1.4,33,14,16,82.1,42,12,23,8,24,12,608,58.2,118.0,120.41,124.8,MF,3
Joel Pohjanpalo,Venezia,FW,29.0,1603,6,0,7.5,1.7,3,4,24,60.3,29,9,72,13,34,15,491,95.5,50.0,91.63,206.6,FW,4
Matteo Politano,Napoli,"FW,MF",30.0,2804,3,4,3.1,4.8,29,13,50,69.2,129,135,278,14,56,56,1561,227.2,159.0,375.32,914.6,MF,2
Marin Pongračić,Fiorentina,DF,26.0,1292,0,0,0.2,0.2,18,12,69,89.2,34,7,5,1,2,5,922,10.9,163.5,85.02,112.7,DF,3
Nick Pope,Newcastle Utd,GK,32.0,2520,0,0,0.0,0.0,0,1,32,73.5,1,0,0,0,0,1,872,0.0,50.0,10.85,87.2,GK,0
Finn Porath,Holstein Kiel,"DF,MF",27.0,1970,2,3,1.9,2.0,45,21,67,66.9,58,42,69,12,29,22,999,98.8,232.5,170.69,300.9,DF,1
Pedro Porro,Tottenham,DF,24.0,2610,2,6,1.6,5.0,66,36,84,73.2,154,65,109,8,39,57,2237,125.2,330.0,433.82,539.2,DF,5
Portu,Girona,"FW,MF",32.0,779,1,2,1.6,1.7,13,0,2,71.3,16,20,79,3,8,14,301,38.7,29.0,71.23,218.1,MF,0
Stefan Posch,Bologna,DF,27.0,714,0,0,0.3,0.7,26,5,22,78.4,36,11,35,0,2,10,602,13.6,95.0,96.94,146.7,DF,3
Stefan Posch,Atalanta,DF,27.0,387,0,0,0.2,0.0,18,4,13,83.7,23,5,5,2,3,0,299,11.4,63.5,54.370000000000005,47.400000000000006,DF,0
Tom Pouilly,Lens,"DF,MF",21.0,273,0,0,0.4,0.4,9,4,11,78.4,11,12,34,2,5,3,257,20.8,42.5,35.54,111.7,DF,0
Yussuf Poulsen,RB Leipzig,"FW,MF",30.0,378,2,0,3.3,0.6,10,0,14,59.6,12,2,30,8,15,7,221,41.6,41.0,42.260000000000005,85.1,MF,0
Beñat Prados,Athletic Club,MF,23.0,1715,1,0,1.0,1.1,55,28,26,82.0,78,20,32,5,16,11,991,48.5,205.0,184.0,193.1,MF,3
Alexander Prass,Hoffenheim,DF,23.0,1566,0,1,0.9,2.8,42,9,53,72.7,63,28,66,1,12,18,1199,43.3,181.5,171.67000000000002,293.9,DF,3
Matteo Prati,Cagliari,MF,20.0,570,0,0,0.1,0.7,10,7,10,72.0,23,2,7,0,4,6,313,6.2,49.0,64.30000000000001,48.3,MF,0
Abdón Prats,Mallorca,"FW,MF",31.0,456,2,0,2.2,0.1,2,1,5,66.7,7,0,14,4,13,3,146,29.4,13.5,25.47,42.6,MF,0
David Preu,Union Berlin,"MF,DF",19.0,121,0,0,0.1,0.0,1,0,2,54.1,3,1,9,0,2,0,63,3.2,5.0,11.41,25.8,DF,0
Grischa Prömel,Hoffenheim,MF,29.0,174,0,0,0.0,0.0,0,2,4,84.2,5,2,3,0,0,0,106,2.0,10.0,18.42,19.6,MF,0
Ivan Provedel,Lazio,GK,30.0,2610,0,0,0.0,0.3,0,1,12,77.4,4,0,0,0,0,3,1167,0.0,20.0,21.14,116.7,GK,0
Ivan Prtajin,Union Berlin,FW,28.0,161,0,0,0.5,0.1,3,0,3,37.5,1,1,17,2,8,1,78,13.0,10.5,7.55,43.3,FW,0
Javi Puado,Espanyol,"FW,MF",26.0,2974,12,4,11.6,3.0,22,5,19,76.8,75,73,113,19,66,22,985,226.7,82.5,211.68,434.0,MF,2
Tymoteusz Puchacz,Holstein Kiel,DF,25.0,396,0,1,0.1,0.6,9,3,11,70.3,8,13,30,1,4,8,247,18.7,40.5,39.83,104.2,DF,0
Christian Pulisic,Milan,"FW,MF",25.0,2478,11,9,12.0,6.4,43,5,13,76.5,105,121,191,20,53,69,1367,261.0,115.5,367.35,700.2,MF,2
Jarell Quansah,Liverpool,DF,21.0,495,0,0,0.1,0.1,12,7,28,90.8,19,3,4,0,1,2,464,4.2,80.0,50.38,58.900000000000006,DF,0
Leopold Querfeld,Union Berlin,DF,20.0,1747,2,2,1.1,1.0,25,19,144,80.8,49,3,5,4,16,10,1066,33.2,304.0,130.07999999999998,121.1,DF,1
Dani Raba,Leganés,"FW,MF",28.0,1879,8,6,7.5,5.3,37,14,19,67.1,69,42,101,12,39,47,930,138.0,130.5,249.11,358.0,MF,4
Adrien Rabiot,Marseille,MF,29.0,2485,9,4,7.3,3.8,49,21,32,84.8,168,79,174,22,48,28,1822,201.6,188.0,409.88,648.7,MF,2
Ionuț Radu,Venezia,GK,27.0,1350,0,0,0.0,0.0,0,0,9,57.7,0,0,0,0,0,0,587,0.0,13.5,5.7700000000000005,58.7,GK,0
Hamza Rafia,Lecce,MF,25.0,1058,0,0,0.5,1.4,44,4,18,77.6,51,13,32,2,10,16,651,27.0,123.0,137.96,148.60000000000002,MF,3
Hákon Rafn Valdimarsson,Brentford,GK,22.0,145,0,0,0.0,0.0,0,0,2,65.7,0,0,0,0,0,0,72,0.0,3.0,6.57,7.2,GK,0
Arnau Rafús,Valladolid,GK,21.0,90,0,0,0.0,0.0,0,0,0,76.7,0,0,0,0,0,0,43,0.0,0.0,7.670000000000001,4.3,GK,0
Antonio Raillo,Mallorca,DF,32.0,3207,2,0,2.0,1.6,31,29,222,88.7,108,31,20,8,35,13,2185,88.0,453.0,249.17,305.0,DF,1
Antonio Raimondo,Venezia,"FW,DF",20.0,94,0,0,0.3,0.1,2,0,0,65.4,2,2,7,1,1,1,34,5.1,4.0,12.340000000000002,20.4,DF,0
Ylber Ramadani,Lecce,MF,28.0,1807,1,1,0.6,1.1,51,24,26,82.1,60,9,7,6,17,16,1038,39.2,189.0,158.51000000000002,131.3,MF,3
Benito Ramírez,Las Palmas,"DF,FW",29.0,478,0,0,0.3,0.9,10,1,14,79.4,16,14,62,1,10,13,406,26.1,43.0,62.14,185.6,DF,0
Sandro Ramírez,Las Palmas,"FW,MF",29.0,2034,9,3,4.1,3.4,27,16,22,64.2,52,52,121,20,51,28,930,168.2,119.0,171.62,413.0,MF,4
Jacobo Ramón,Real Madrid,DF,19.0,204,1,0,0.2,0.2,7,3,8,93.3,1,0,2,1,2,1,117,6.9,32.0,13.43,15.7,DF,0
Gonçalo Ramos,Paris S-G,FW,23.0,1066,10,3,13.6,2.2,11,0,5,80.1,24,11,63,29,52,15,353,163.7,29.5,94.11,177.8,FW,4
Aaron Ramsdale,Southampton,GK,26.0,2700,0,0,0.0,0.0,0,2,10,63.3,0,0,0,0,0,0,1314,0.0,19.0,6.33,131.4,GK,0
Jacob Ramsey,Aston Villa,"FW,MF",23.0,1623,1,3,1.6,2.3,30,8,8,84.8,68,61,114,4,19,21,762,92.2,88.0,191.88,395.7,MF,4
Luca Ranieri,Fiorentina,DF,25.0,2981,0,3,1.1,1.7,42,27,154,85.4,80,25,11,4,10,16,2124,43.2,369.0,206.64,271.9,DF,1
Lilian Raolisoa,Angers,"DF,FW",24.0,1318,0,3,0.7,2.0,41,15,45,69.5,47,33,62,1,14,14,751,49.9,179.5,136.95,248.6,DF,3
Raphinha,Barcelona,"FW,MF",27.0,2839,18,9,19.2,12.7,36,11,26,71.1,135,94,349,40,112,91,1863,358.4,133.0,478.71,1025.3,MF,2
Marcus Rashford,Manchester Utd,"FW,MF",26.0,978,4,1,1.7,2.1,7,4,7,73.8,21,20,79,9,16,15,440,64.9,32.5,81.18,232.0,MF,0
Marcus Rashford,Aston Villa,FW,26.0,444,2,2,3.1,2.3,10,1,3,71.3,13,22,42,5,18,13,227,59.7,26.5,65.53,139.7,FW,0
Giacomo Raspadori,Napoli,"FW,MF",24.0,1103,6,1,4.0,2.4,18,3,13,68.3,42,18,57,14,42,28,549,107.0,61.5,143.03,195.9,MF,4
Andrei Ratiu,Rayo Vallecano,DF,26.0,3065,2,3,1.8,5.7,71,27,73,81.6,145,122,167,7,31,36,2193,173.1,305.5,378.2600000000001,736.3,DF,5
Raúl,Osasuna,"FW,MF",23.0,750,4,0,3.5,0.7,13,0,6,69.0,16,10,49,12,25,3,266,72.0,35.0,45.5,139.6,MF,0
David Raum,RB Leipzig,DF,26.0,1783,1,5,0.5,6.5,38,9,47,69.4,71,36,127,4,9,48,1389,55.0,164.5,255.44,446.9,DF,5
Federico Ravaglia,Bologna,GK,24.0,1056,0,0,0.0,0.0,0,0,9,78.4,0,0,0,0,0,1,488,0.0,13.5,9.34,48.8,GK,0
Rayan Raveloson,Auxerre,"MF,DF",27.0,724,1,0,0.8,0.2,6,5,22,86.6,31,5,12,5,16,3,401,33.1,55.0,75.75999999999999,71.6,DF,0
David Raya,Arsenal,GK,28.0,3420,0,0,0.0,0.0,0,2,21,73.6,14,0,0,0,0,1,1480,0.0,35.5,36.86,148.0,GK,0
Abderrahman Rebbach,Alavés,"FW,MF",25.0,385,0,0,0.2,0.3,3,0,6,62.7,5,16,34,1,6,6,173,23.9,15.0,26.17,109.3,MF,0
Ante Rebić,Lecce,"FW,MF",30.0,788,1,0,2.1,2.1,12,2,4,61.1,36,17,63,5,13,18,429,44.7,34.0,111.41,194.4,MF,0
Harrison Reed,Fulham,MF,29.0,108,0,0,0.2,0.1,6,1,3,70.9,4,1,7,2,3,1,78,7.4,18.5,16.89,23.3,MF,0
Sergio Reguilón,Tottenham,DF,27.0,196,0,0,0.1,0.0,4,4,8,68.4,13,5,12,0,2,1,167,7.2,28.0,34.34,48.2,DF,0
Tijjani Reijnders,Milan,MF,26.0,3128,10,4,7.5,3.5,26,38,28,87.5,230,111,121,28,77,47,1863,275.0,170.0,561.75,594.8,MF,2
Pepe Reina,Como,GK,41.0,1034,0,0,0.0,0.0,0,0,3,76.4,0,0,0,0,0,0,381,0.0,4.5,7.640000000000001,38.1,GK,0
Rocco Reitz,Gladbach,MF,22.0,1830,2,1,1.7,2.1,52,53,59,77.9,91,18,30,7,23,16,1199,60.9,298.5,223.09,206.9,MF,1
Nicolai Remberg,Holstein Kiel,MF,24.0,2417,0,1,1.5,0.8,45,29,100,77.9,80,25,31,2,24,9,1316,55.0,298.0,186.69,231.1,MF,1
Álex Remiro,Real Sociedad,GK,29.0,3240,0,0,0.0,0.0,1,0,18,74.0,1,0,0,0,0,1,1364,0.0,29.0,10.9,136.4,GK,0
Devyne Rensch,Roma,DF,21.0,469,0,1,0.3,0.8,17,7,12,81.9,14,2,25,2,3,2,319,8.6,66.0,44.59,84.9,DF,0
Guillaume Restes,Toulouse,GK,19.0,2543,0,1,0.0,0.1,2,1,16,72.4,0,0,0,0,0,1,867,0.0,30.0,12.04,86.7,GK,0
Mateo Retegui,Atalanta,FW,25.0,2383,25,8,18.9,4.9,14,4,17,76.5,46,21,199,32,99,38,874,280.8,61.5,195.35,516.9,FW,2
Elvis Rexhbeçaj,Augsburg,MF,26.0,1785,1,1,1.4,1.1,27,16,22,70.0,94,31,82,5,29,16,887,73.3,119.0,225.3,299.2,MF,4
Gio Reyna,Dortmund,MF,21.0,350,2,0,0.2,0.2,7,0,9,78.8,22,5,19,2,3,2,262,17.4,27.5,55.48,71.7,MF,0
Chadi Riad,Crystal Palace,DF,21.0,90,0,0,0.0,0.0,5,2,0,85.4,7,2,0,0,0,0,90,2.0,14.0,22.54,12.0,DF,0
Alexsandro Ribeiro,Lille,DF,24.0,2700,1,1,1.6,0.4,32,27,143,91.2,178,25,8,4,21,9,2712,58.2,332.5,382.82,324.7,DF,1
Samuele Ricci,Torino,MF,22.0,2825,1,1,1.3,0.6,35,25,51,88.0,116,43,30,7,22,15,1589,81.1,196.5,268.1,283.4,MF,3
Declan Rice,Arsenal,MF,25.0,2825,4,7,3.5,6.6,53,25,51,83.4,192,90,94,14,48,59,1948,178.0,232.5,521.64,517.8,MF,5
Chris Richards,Crystal Palace,DF,24.0,1922,1,0,1.4,0.1,47,19,121,79.8,39,6,2,6,12,2,1118,32.8,313.5,89.28,124.8,DF,1
Amir Richardson,Fiorentina,MF,22.0,1024,1,1,0.9,0.6,30,6,29,87.6,47,19,31,5,11,8,748,42.3,115.5,119.56,165.3,MF,3
Richarlison,Tottenham,FW,27.0,504,4,1,3.7,0.9,5,0,8,60.2,11,8,22,7,17,4,173,54.9,22.0,39.72,73.3,FW,0
Diego Rico,Getafe,DF,31.0,2819,0,3,0.4,2.7,81,34,102,67.6,136,27,84,3,16,36,1929,48.3,383.0,349.86,401.4,DF,1
Fabian Rieder,Stuttgart,"MF,FW",22.0,867,1,3,1.4,2.0,17,10,7,70.6,38,20,61,7,20,12,492,56.3,64.5,116.06,201.2,MF,3
Lasse Rieß,Mainz 05,GK,23.0,180,0,0,0.0,0.0,0,0,5,63.1,0,0,0,0,0,0,90,0.0,7.5,6.3100000000000005,9.0,GK,0
Luis Rioja,Valencia,"MF,FW",30.0,2831,5,3,3.3,4.5,33,22,44,67.7,103,93,228,12,28,35,1505,160.6,176.0,287.77,746.0,MF,2
Rodrigo Riquelme,Atlético Madrid,"MF,DF",24.0,516,0,1,0.9,0.8,11,2,3,78.1,24,43,62,4,14,15,354,64.8,30.5,83.71000000000001,223.9,DF,0
Mihailo Ristić,Celta Vigo,"DF,MF",28.0,429,0,1,0.0,0.2,7,2,18,77.6,10,8,11,0,2,4,302,10.0,45.0,37.36,64.2,DF,0
Lars Ritzka,St. Pauli,"DF,MF",26.0,922,1,0,0.4,0.2,49,11,41,71.5,21,8,34,1,8,5,567,21.3,181.5,57.25,136.7,DF,3
Sergi Roberto,Como,MF,32.0,696,0,1,0.7,0.7,14,9,14,90.3,36,10,19,1,6,15,582,18.9,67.0,108.63,111.2,MF,0
Andrew Robertson,Liverpool,DF,30.0,2482,0,1,1.2,4.6,39,21,54,82.7,176,64,108,2,15,40,2084,84.4,201.0,437.07,520.4,DF,5
Antonee Robinson,Fulham,DF,26.0,3167,0,10,0.7,4.2,95,62,133,76.8,131,118,274,2,16,43,2523,138.4,513.5,376.78,977.3,DF,5
Jay Robinson,Southampton,"MF,FW",17.0,137,0,0,0.0,0.7,4,0,1,67.6,1,3,10,1,1,3,54,5.5,9.5,15.36,29.9,MF,0
Marc Roca,Betis,MF,27.0,906,2,2,1.1,1.0,20,14,14,86.4,59,11,13,4,12,12,632,37.2,89.0,153.64,105.7,MF,3
Rodri,Betis,FW,24.0,118,0,0,0.2,0.1,2,1,1,84.8,8,4,11,2,2,2,86,9.4,7.5,27.78,36.6,FW,0
Adrian Rodriguez,Alavés,GK,23.0,122,0,0,0.0,0.0,0,0,3,38.0,0,0,0,0,0,0,58,0.0,4.5,3.8,5.800000000000001,GK,0
Álvaro Rodríguez,Getafe,FW,20.0,852,2,0,1.2,0.3,10,3,12,46.0,13,6,50,10,25,5,415,54.4,44.0,39.0,150.5,FW,0
Óscar Rodríguez Arnaiz,Leganés,"MF,FW",26.0,1330,1,4,2.1,2.2,32,20,20,72.1,60,24,66,6,33,19,749,73.2,134.0,174.31,242.9,MF,3
Damián Rodríguez,Celta Vigo,MF,21.0,927,0,0,0.1,0.8,14,7,13,89.2,71,8,12,0,4,17,876,12.2,61.5,178.82,123.6,MF,3
Dani Rodríguez,Mallorca,"MF,FW",36.0,2162,4,7,2.8,3.1,49,12,30,69.7,78,37,108,10,31,33,971,100.6,167.0,242.77,368.6,MF,4
Guido Rodríguez,West Ham,MF,30.0,1149,0,1,0.2,0.2,36,13,35,84.4,33,4,7,1,8,4,709,13.9,150.5,84.03999999999999,90.9,MF,3
James Rodríguez,Rayo Vallecano,"MF,FW",33.0,140,0,0,0.3,0.2,3,1,0,79.6,13,3,7,2,4,2,116,10.6,8.0,37.56,30.1,MF,0
Javi Rodríguez,Celta Vigo,DF,21.0,2514,3,2,2.3,1.0,53,33,96,86.7,114,29,51,5,12,13,1994,62.1,316.0,265.17,344.9,DF,1
Jesus Rodríguez,Betis,FW,18.0,1111,2,0,2.3,0.2,16,6,3,72.8,35,53,99,8,23,8,532,98.6,48.5,89.88,330.7,FW,4
Kirian Rodríguez,Las Palmas,MF,28.0,1758,0,3,1.6,1.5,33,10,21,85.2,128,25,39,8,21,16,1357,61.2,117.5,302.02,251.2,MF,3
Ricardo Rodríguez,Betis,DF,31.0,1274,0,1,0.2,0.4,28,8,51,82.0,63,19,32,1,5,7,866,25.9,148.5,148.89999999999998,179.10000000000002,DF,3
Rodrygo,Real Madrid,"FW,MF",23.0,1928,6,5,4.0,3.0,21,11,9,85.9,108,113,253,20,54,49,1340,223.0,77.5,322.09000000000003,809.5,MF,2
Mads Roerslev,Brentford,DF,25.0,1101,0,2,0.2,3.0,18,4,35,78.7,51,17,54,2,5,14,645,25.4,96.5,145.87,198.0,DF,3
Mads Roerslev,Wolfsburg,DF,25.0,298,0,0,0.0,0.0,10,5,16,83.9,13,7,18,0,0,1,215,7.0,54.0,35.89,68.0,DF,0
Morgan Rogers,Aston Villa,"FW,MF",22.0,3114,8,10,6.6,7.8,43,6,20,73.2,123,114,188,20,55,51,1362,236.2,128.0,383.22,683.2,MF,2
Merlin Röhl,Freiburg,"MF,FW",22.0,965,0,1,0.8,1.7,16,6,2,76.0,22,20,60,3,12,9,403,38.1,47.0,73.2,190.3,MF,0
Alessio Romagnoli,Lazio,DF,29.0,2672,2,0,2.4,0.3,48,26,118,91.8,90,8,4,7,20,9,2042,49.3,325.0,203.58,224.2,DF,1
Leo Román,Mallorca,GK,24.0,630,0,0,0.0,0.0,0,0,6,57.1,0,0,0,0,0,0,279,0.0,9.0,5.710000000000001,27.9,GK,0
Carlos Romero,Espanyol,DF,22.0,2554,2,1,2.0,2.1,73,30,102,71.4,64,50,113,6,29,29,1366,98.0,359.0,187.94,437.6,DF,1
Cristian Romero,Tottenham,DF,26.0,1416,1,0,1.6,0.6,35,21,57,89.5,71,12,3,8,16,7,1377,46.2,197.5,163.25,161.70000000000002,DF,3
Isaac Romero,Sevilla,FW,24.0,2156,4,2,6.8,2.1,13,7,27,70.3,29,21,95,17,53,20,751,125.1,80.5,107.33,296.6,FW,4
Luka Romero,Alavés,"FW,MF",19.0,199,0,0,0.8,0.2,4,1,0,69.4,0,3,12,0,1,4,69,5.6,10.0,13.54,35.4,MF,0
Oriol Romeu,Girona,MF,32.0,1356,0,0,0.1,0.3,38,12,20,90.4,73,22,8,1,5,8,1032,28.7,130.0,167.94,152.2,MF,3
Valentin Rongier,Marseille,"MF,DF",29.0,1562,3,1,1.0,1.1,50,33,28,90.3,110,25,28,7,14,11,1602,60.5,208.0,251.83,253.7,DF,3
Marten de Roon,Atalanta,"MF,DF",33.0,3058,4,4,0.9,2.3,74,47,67,86.4,242,37,32,4,14,25,2538,70.8,342.5,549.04,373.3,DF,5
Vitor Roque,Betis,FW,19.0,1235,4,0,6.1,1.2,11,7,4,72.8,17,24,57,18,41,12,365,116.2,42.0,62.88,186.5,FW,4
Pablo Rosario,Nice,"MF,DF",27.0,1775,3,1,3.8,0.6,30,31,43,85.0,89,17,25,7,16,16,950,60.1,186.5,215.3,170.5,DF,3
Lasse Rosenboom,Holstein Kiel,DF,22.0,1734,2,2,1.9,1.1,47,19,71,65.1,34,19,50,5,12,14,780,48.3,238.5,104.81,206.5,DF,3
Max Rosenfelder,Freiburg,DF,21.0,1249,1,0,0.4,0.7,27,7,65,85.3,29,24,18,1,5,5,826,34.3,165.5,76.13,154.60000000000002,DF,3
Valentin Rosier,Leganés,DF,27.0,2595,1,2,0.9,1.1,72,52,149,79.3,74,41,89,4,14,11,1615,65.8,471.5,181.73,401.0,DF,1
Tom Rothe,Union Berlin,"DF,MF",19.0,1670,3,3,1.8,1.3,45,18,57,68.1,50,25,91,9,23,12,1074,74.1,211.5,137.71,326.9,DF,3
Anthony Rouault,Rennes,DF,23.0,972,0,0,0.5,0.0,12,8,65,91.6,36,3,0,3,7,1,786,15.5,137.5,82.66,83.10000000000001,DF,3
Anthony Rouault,Stuttgart,DF,23.0,1212,1,0,0.5,0.3,15,19,63,90.0,52,6,4,1,5,6,1014,16.5,162.5,122.9,118.4,DF,3
Jonas Rouhi,Juventus,DF,20.0,210,0,0,0.0,0.0,4,3,2,79.2,9,1,7,0,0,0,192,1.0,17.0,25.92,34.7,DF,0
Jérôme Roussillon,Union Berlin,"DF,MF",31.0,136,0,0,0.1,0.0,0,2,7,63.4,11,2,7,0,2,0,96,4.2,14.5,28.34,26.6,DF,0
Nicolò Rovella,Lazio,MF,22.0,2718,0,3,1.5,2.2,84,47,46,89.6,159,45,42,8,28,31,2354,88.0,331.0,389.06,386.9,MF,5
Jon Rowe,Marseille,"FW,MF",21.0,807,3,3,3.5,4.5,15,2,4,80.1,31,30,96,15,36,18,438,104.5,40.0,119.51,280.8,MF,4
Amir Rrahmani,Napoli,DF,30.0,3406,1,3,2.9,1.1,39,27,179,91.0,188,30,2,3,28,11,3152,71.3,400.5,413.9,364.2000000000001,DF,5
Antonio Rüdiger,Real Madrid,DF,31.0,2291,0,0,1.7,0.5,20,9,96,91.8,94,20,4,4,24,7,2069,53.4,202.0,209.18,244.9,DF,3
Matteo Ruggeri,Atalanta,DF,22.0,1751,0,3,0.2,2.0,39,22,50,84.2,114,60,104,2,3,24,1479,66.4,197.0,287.42,445.9,DF,5
Aitor Ruibal,Betis,"DF,FW",28.0,1313,1,3,0.9,2.4,32,14,40,80.9,50,21,64,4,16,20,790,47.8,152.0,154.29000000000002,238.5,DF,3
Abel Ruiz,Girona,FW,24.0,1346,4,0,4.6,0.5,6,5,7,87.9,23,21,71,7,21,8,391,73.7,32.5,68.28999999999999,212.6,FW,0
Fabián Ruiz Peña,Paris S-G,MF,28.0,1923,4,5,4.3,4.7,37,16,27,89.6,205,47,92,12,43,36,1807,128.6,146.5,502.06,435.2000000000001,MF,5
Gerónimo Rulli,Marseille,GK,32.0,3060,0,0,0.0,0.1,4,1,25,87.9,1,0,0,0,0,2,1300,0.0,47.5,14.090000000000002,130.0,GK,0
Georginio Rutter,Brighton,"MF,FW",22.0,1656,5,3,4.6,2.5,39,10,13,66.8,67,42,79,12,50,19,641,134.2,117.5,185.68,285.1,MF,4
Mathew Ryan,Lens,GK,32.0,1260,0,0,0.0,0.0,1,1,2,74.8,0,0,0,0,0,0,439,0.0,7.0,7.48,43.900000000000006,GK,0
Julian Ryerson,Dortmund,DF,26.0,2259,2,3,0.7,4.5,46,22,26,85.3,92,66,136,5,18,36,1684,98.9,175.0,269.03,539.4,DF,5
Frederik Rønnow,Union Berlin,GK,31.0,2520,0,0,0.1,0.0,0,0,22,68.6,1,0,0,0,1,0,980,1.2,33.0,8.86,98.0,GK,0
José Sá,Wolves,GK,31.0,2609,0,0,0.0,0.2,2,0,15,64.1,2,0,0,0,0,3,985,0.0,26.5,15.51,98.5,GK,0
Elias Saad,St. Pauli,"FW,MF",24.0,900,3,2,2.8,0.8,20,3,1,76.2,27,29,76,8,26,14,427,81.6,47.5,91.02,238.2,MF,4
Youssouf Sabaly,Betis,DF,31.0,1581,0,1,0.2,0.8,40,13,40,86.7,62,25,63,0,5,11,1170,30.4,166.0,154.57,280.5,DF,3
Emmanuel Sabbi,Le Havre,"FW,MF",26.0,653,0,0,1.9,0.6,14,3,4,71.1,15,11,39,4,15,4,230,35.8,40.0,44.91,117.5,MF,0
Stefano Sabelli,Genoa,DF,31.0,2058,0,2,0.1,1.9,58,22,65,68.5,88,36,43,1,6,18,1428,43.7,257.5,221.55,282.8,DF,1
Marcel Sabitzer,Dortmund,MF,30.0,1616,1,0,1.8,1.6,29,10,29,84.8,97,24,70,8,21,12,1028,63.6,121.5,225.28,278.8,MF,3
Falaye Sacko,Montpellier,DF,29.0,1233,0,1,0.0,0.2,14,13,21,83.6,59,21,34,0,0,7,734,21.0,85.5,140.45999999999998,172.9,DF,3
Umar Sadiq,Valencia,FW,27.0,825,5,0,3.4,0.7,10,1,7,72.3,7,9,49,7,20,6,301,61.3,32.5,32.33,141.6,FW,0
Umar Sadiq,Real Sociedad,FW,27.0,227,0,0,0.2,0.2,2,1,2,52.1,5,5,18,0,5,1,85,10.4,9.0,17.310000000000002,52.0,FW,0
Alexis Saelemaekers,Roma,"DF,FW",25.0,1389,7,3,2.5,2.6,33,9,8,81.5,53,39,136,12,25,24,945,108.0,96.0,166.95,425.0,DF,4
Alexis Saelemaekers,Milan,"DF,FW",25.0,90,0,0,0.0,0.1,1,1,0,84.6,4,7,13,0,0,2,81,7.0,4.0,19.76,44.6,DF,0
Jorge Sáenz,Leganés,DF,27.0,1690,1,0,1.3,0.1,37,25,161,83.7,36,5,2,3,8,2,1181,23.1,365.5,83.67,129.60000000000002,DF,1
Matvei Safonov,Paris S-G,GK,25.0,879,0,0,0.0,0.0,0,1,3,80.4,0,0,0,0,0,0,326,0.0,6.5,8.040000000000001,32.6,GK,0
Modibo Sagnan,Montpellier,DF,25.0,2141,2,0,0.7,0.6,57,29,110,88.6,51,13,3,3,11,6,1224,35.9,337.0,121.66,147.9,DF,1
Richie Sagrado,Venezia,DF,20.0,140,0,0,0.1,0.0,2,3,4,77.4,2,0,5,0,1,0,46,1.2,16.0,11.740000000000002,14.6,DF,0
Osame Sahraoui,Lille,"FW,MF",23.0,1293,3,3,2.9,3.6,13,7,8,83.9,89,69,159,8,23,29,804,118.8,52.0,249.69,501.9,MF,4
Wesley Saïd,Lens,FW,29.0,905,3,0,3.2,1.0,16,2,2,77.8,24,16,53,7,17,9,325,58.9,39.0,72.28,162.5,FW,0
Théo Sainte-Luce,Montpellier,DF,25.0,1018,1,0,1.0,0.8,24,12,33,74.1,22,19,33,4,8,8,490,38.0,121.5,65.81,143.5,DF,3
Bukayo Saka,Arsenal,"FW,MF",22.0,1729,6,10,6.8,7.6,29,3,8,75.5,70,96,255,22,66,58,979,226.6,76.0,287.35,751.9,MF,2
Marco Sala,Como,DF,25.0,261,0,0,0.0,0.1,9,1,9,75.7,16,10,16,0,0,1,173,10.0,33.5,41.37,64.3,DF,0
Ibrahim Salah,Brest,FW,22.0,358,1,1,0.6,0.6,4,2,0,68.2,7,15,40,4,13,6,186,38.2,12.0,34.620000000000005,121.1,FW,0
Mohamed Salah,Liverpool,FW,32.0,3371,29,18,25.2,14.2,21,9,5,70.6,144,154,488,50,121,88,1695,487.4,67.5,523.66,1376.5,FW,2
Anass Salah-Eddine,Roma,DF,22.0,152,0,1,0.3,0.1,1,1,2,83.5,2,8,15,1,2,2,117,12.1,7.0,18.65,53.7,DF,0
Amine Salama,Reims,FW,24.0,373,0,0,0.7,0.3,3,1,0,75.6,9,12,28,3,9,5,132,26.9,8.0,33.959999999999994,87.2,FW,0
Kike Salas,Sevilla,DF,22.0,2238,3,2,1.9,0.6,47,32,146,78.5,59,7,18,6,23,6,1710,51.8,377.0,142.64999999999998,217.5,DF,1
Manolis Saliakas,St. Pauli,"MF,DF",27.0,2314,2,1,1.5,2.6,46,20,62,71.8,93,28,80,6,29,26,1560,75.0,225.0,242.98,358.0,DF,1
William Saliba,Arsenal,DF,23.0,3039,2,0,2.3,0.9,62,21,119,94.3,138,16,6,2,6,7,2824,35.6,344.5,298.63,318.40000000000003,DF,1
Mohammed Salisu,Monaco,DF,25.0,1023,1,0,0.8,0.1,28,16,54,85.4,68,8,3,4,8,3,905,26.6,169.0,149.34,108.5,DF,3
